text;attention
Sure.;0.015809303941907712
Here's;0.012280114810893576
a;0.009082924343584172
quick;0.009456234820649735
list;0.010619657919554869
of;0.009578321141900503
items;0.010205469817631738
in;0.009872760283873799
a;0.009531012095566935
plot;0.01111949720942169
pyramid;0.011043959819498527
with;0.009851441716349217
story;0.009865483981256671
examples;0.0110308153872964
for;0.00945990050045826
each;0.009527369684973521
one:;0.012306052712862156
*;0.012229225732787015
Introduction;0.011147569901605394
*;0.010826941582887752
Our;0.009937447928676211
hero;0.010512469495847226
Jeff;0.014570765820084286
is;0.01024534144851196
a;0.009796096553794676
nice;0.009983853596794786
dude,;0.012185598322223141
but;0.009333649806653353
unfortunately;0.009805892747967653
his;0.009776135666555075
home;0.009458959404450056
was;0.009366479281610607
taken;0.009805856510475866
over;0.009724048771250927
by;0.009634471182095445
an;0.009349916557043703
evil;0.011040367559085081
warlord.;0.015454353625615222
*;0.010387096241175495
Rising;0.009896808646684378
Action;0.010101272022803373
*;0.01058667555121561
Because;0.00954770995152048
of;0.009176053073265217
how;0.009204760855949016
evil;0.009667962343589178
his;0.009815003271526452
overlord;0.01002632635088616
was,;0.010561692900972145
he;0.009399658905856607
found;0.009461902252986017
a;0.009297904964362091
teacher;0.010763273522823887
in;0.009427398405447363
an;0.009170894666954275
alleyway;0.010407438644544666
that;0.009348916120519182
would;0.009144802970801629
train;0.009492946576215548
him;0.009268579765798533
to;0.00914478399547681
pilot;0.01111275983717656
a;0.009297443051534359
powerful;0.009506099694094834
robot;0.010815918728163064
suit;0.009847892195035929
*;0.010133912221825499
Climax;0.010543520328393593
*;0.010405539594835665
Jeff;0.009742967132169732
leads;0.009450211687359444
the;0.009133845470924074
rebellion;0.01000967937208267
against;0.009505932475469471
the;0.009668558066025103
warlord;0.01035882799001379
and;0.009385313745803316
has;0.009080502985940802
an;0.008956785737746673
epic;0.009101351436182755
battle!;0.010150806045565244
*;0.009433898861361615
Falling;0.00926009097352277
Action;0.009192469512467655
*;0.009790895157879398
Now;0.009265644992469759
that;0.00937548191416389
Jeff;0.00905636236566993
won,;0.009398606475096558
everyone;0.009026588374852736
celebrates;0.00902587982163978
*;0.009208810826412558
Conclusion;0.009376966403328815
*;0.009498883073629507
They;0.009324009019875665
all;0.009071186699498796
live;0.009117963670825596
happily;0.009561910208883778
ever;0.008948917007885531
after;0.008731943159124093
